nta,Monday|0,Monday|1,Monday|2,Monday|3,Monday|4,Monday|5,Monday|6,Monday|7,Monday|8,Monday|9,Monday|10,Monday|11,Monday|12,Monday|13,Monday|14,Monday|15,Monday|16,Monday|17,Monday|18,Monday|19,Monday|20,Monday|21,Monday|22,Monday|23,Tuesday|0,Tuesday|1,Tuesday|2,Tuesday|3,Tuesday|4,Tuesday|5,Tuesday|6,Tuesday|7,Tuesday|8,Tuesday|9,Tuesday|10,Tuesday|11,Tuesday|12,Tuesday|13,Tuesday|14,Tuesday|15,Tuesday|16,Tuesday|17,Tuesday|18,Tuesday|19,Tuesday|20,Tuesday|21,Tuesday|22,Tuesday|23,Wednesday|0,Wednesday|1,Wednesday|2,Wednesday|3,Wednesday|4,Wednesday|5,Wednesday|6,Wednesday|7,Wednesday|8,Wednesday|9,Wednesday|10,Wednesday|11,Wednesday|12,Wednesday|13,Wednesday|14,Wednesday|15,Wednesday|16,Wednesday|17,Wednesday|18,Wednesday|19,Wednesday|20,Wednesday|21,Wednesday|22,Wednesday|23,Thursday|0,Thursday|1,Thursday|2,Thursday|3,Thursday|4,Thursday|5,Thursday|6,Thursday|7,Thursday|8,Thursday|9,Thursday|10,Thursday|11,Thursday|12,Thursday|13,Thursday|14,Thursday|15,Thursday|16,Thursday|17,Thursday|18,Thursday|19,Thursday|20,Thursday|21,Thursday|22,Thursday|23,Friday|0,Friday|1,Friday|2,Friday|3,Friday|4,Friday|5,Friday|6,Friday|7,Friday|8,Friday|9,Friday|10,Friday|11,Friday|12,Friday|13,Friday|14,Friday|15,Friday|16,Friday|17,Friday|18,Friday|19,Friday|20,Friday|21,Friday|22,Friday|23,Saturday|0,Saturday|1,Saturday|2,Saturday|3,Saturday|4,Saturday|5,Saturday|6,Saturday|7,Saturday|8,Saturday|9,Saturday|10,Saturday|11,Saturday|12,Saturday|13,Saturday|14,Saturday|15,Saturday|16,Saturday|17,Saturday|18,Saturday|19,Saturday|20,Saturday|21,Saturday|22,Saturday|23,Sunday|0,Sunday|1,Sunday|2,Sunday|3,Sunday|4,Sunday|5,Sunday|6,Sunday|7,Sunday|8,Sunday|9,Sunday|10,Sunday|11,Sunday|12,Sunday|13,Sunday|14,Sunday|15,Sunday|16,Sunday|17,Sunday|18,Sunday|19,Sunday|20,Sunday|21,Sunday|22,Sunday|23
BATH BEACH,0.003162915,0.002090237,0.001327068,0.0010218,0.001441543,0.002442143,0.005622018,0.009997525,0.013249476,0.010701337,0.008182877,0.006469984,0.006465744,0.006592939,0.006804931,0.006181676,0.006232554,0.007313711,0.006194395,0.005889127,0.005172596,0.004990283,0.004786771,0.003650496,0.002556619,0.001394905,0.000831007,0.000797088,0.000958202,0.002111437,0.005363388,0.009526903,0.013631061,0.011252515,0.008153198,0.006715895,0.006520862,0.00658446,0.006906687,0.006720134,0.006923646,0.008271913,0.007050841,0.005948485,0.005333709,0.005121718,0.004880047,0.003769211,0.002429424,0.001551779,0.001076917,0.00075045,0.000869166,0.002056319,0.005257392,0.00985761,0.01391089,0.011668019,0.008683177,0.006855809,0.007479064,0.006694695,0.00733915,0.006932126,0.007156837,0.008000564,0.006944846,0.006728614,0.005906087,0.005367628,0.004829169,0.003904886,0.002395505,0.001441543,0.001140515,0.000809808,0.001115076,0.001996961,0.005240433,0.010027204,0.013558984,0.011740096,0.008433027,0.006902447,0.006359749,0.006711655,0.007139878,0.006919407,0.006885488,0.008547502,0.00759778,0.007012683,0.006050241,0.006033282,0.005422746,0.004498462,0.002849167,0.001996961,0.001331307,0.000975161,0.001072678,0.002162315,0.005350669,0.010459667,0.013961768,0.011604421,0.008831571,0.007390028,0.007156837,0.007377308,0.008115039,0.007563861,0.007572341,0.009069002,0.008695896,0.009013884,0.008577181,0.007449386,0.007724975,0.007110199,0.005025081,0.003332028,0.002317028,0.001909365,0.001643135,0.001867766,0.003228032,0.004600778,0.006689016,0.008057602,0.007903688,0.007945286,0.007970245,0.007674897,0.006980204,0.007196516,0.007200675,0.008286393,0.009122519,0.009334671,0.00935547,0.008581741,0.008544302,0.007637458,0.005882008,0.004396946,0.002965963,0.002200553,0.001797049,0.001992561,0.002387746,0.003652336,0.004937725,0.006223114,0.006680696,0.0065767,0.006651577,0.006709815,0.006676536,0.006401987,0.006127438,0.006406147,0.006218954,0.006397827,0.006630778,0.006447745,0.005728094,0.00455502
BATTERY PARK CITY-LOWER MANHATTAN,0.002197682,0.001329421,0.000810729,0.000599134,0.000912794,0.001568817,0.003160672,0.004961549,0.00659961,0.005577415,0.004783417,0.005269546,0.00578605,0.00607976,0.006511188,0.006858055,0.007202863,0.009390377,0.010553379,0.009541351,0.008965127,0.008063402,0.006731407,0.004597692,0.003027589,0.001646041,0.000954367,0.000608401,0.000865172,0.001488117,0.003351803,0.005438282,0.007321274,0.005907936,0.004971459,0.005596721,0.00606689,0.006471932,0.007070294,0.007233624,0.007474564,0.009942018,0.011314684,0.01072456,0.010368941,0.009680484,0.00838221,0.005714617,0.003673315,0.002019551,0.001130825,0.00068717,0.000913566,0.001540887,0.003408048,0.005642283,0.007675477,0.006223269,0.00521433,0.005866234,0.00644027,0.00670515,0.007165795,0.007309561,0.007633647,0.01012298,0.011512379,0.011191125,0.010739232,0.010117703,0.008851221,0.006299078,0.004028419,0.002208107,0.001241642,0.000767998,0.001018077,0.001598162,0.003523628,0.005861086,0.007832243,0.006469616,0.005556693,0.006221725,0.006883153,0.007202348,0.007981286,0.008038304,0.007995573,0.010312052,0.01172938,0.011705698,0.011489726,0.011066278,0.010052577,0.007908438,0.005267101,0.002916128,0.001651704,0.001081787,0.001250909,0.001741028,0.003382435,0.005411639,0.007370311,0.006498317,0.005634818,0.006433706,0.007179438,0.007213932,0.007829411,0.007758622,0.007911141,0.010012034,0.011468232,0.011639285,0.01100141,0.009792073,0.008871814,0.008120033,0.006680545,0.004305235,0.00267636,0.001639103,0.001319996,0.001198642,0.001548561,0.002311161,0.003535185,0.004703898,0.006043088,0.007353361,0.008337328,0.008475351,0.008382662,0.00851816,0.008664517,0.009754559,0.010646342,0.010597346,0.009700385,0.008593169,0.007919218,0.00762524,0.006190835,0.004342361,0.002554122,0.001622308,0.001251047,0.001055567,0.001222508,0.001682417,0.002615746,0.003962639,0.005527869,0.006959875,0.007872621,0.00773043,0.007356265,0.007296788,0.007304617,0.007643676,0.007511083,0.006560833,0.005606415,0.004699983,0.004026537,0.002988017
BAY RIDGE,0.003389348,0.002359038,0.001645746,0.001496133,0.00185197,0.00265503,0.004764982,0.007978029,0.009316461,0.007890687,0.006589456,0.005931966,0.006007985,0.005991002,0.006783548,0.006874934,0.006464913,0.006931544,0.006762522,0.006225531,0.005585025,0.004769834,0.004232844,0.003500952,0.002328307,0.00149209,0.001082068,0.000863714,0.001470254,0.002347716,0.004853941,0.008295047,0.009790372,0.00800876,0.006608056,0.006227957,0.006149512,0.006433372,0.007242093,0.007340757,0.007020504,0.007533232,0.007392515,0.006919414,0.006103414,0.005399019,0.004838575,0.003762168,0.002678483,0.00169427,0.001193672,0.000949438,0.001428201,0.00243991,0.004877394,0.008493184,0.010206863,0.00849561,0.006835307,0.006457634,0.006283759,0.006436607,0.007081158,0.007247754,0.007119976,0.007290616,0.00749037,0.007098141,0.006290229,0.006007177,0.005431368,0.004375178,0.002921099,0.001917477,0.001551935,0.001209037,0.001582666,0.002602463,0.004946135,0.00850208,0.010087172,0.008453557,0.007018077,0.006684076,0.006581368,0.006879786,0.007474196,0.007317304,0.007195187,0.007693359,0.007999864,0.007437803,0.006696207,0.006303977,0.006041952,0.004972823,0.003509039,0.002604889,0.00181396,0.001534952,0.001847927,0.002669587,0.004920256,0.008573247,0.010503663,0.008657354,0.007223492,0.006680841,0.006448738,0.006597543,0.00744023,0.007893113,0.007720047,0.008656545,0.009646419,0.00955099,0.00894445,0.008570821,0.008839316,0.008986503,0.00751805,0.006577798,0.005757358,0.004882963,0.003457113,0.002563675,0.003319844,0.004358485,0.006142187,0.006910258,0.007547408,0.007776718,0.008251209,0.008125842,0.008006029,0.008173449,0.008257556,0.008938346,0.010080931,0.009990477,0.009545345,0.009320795,0.00945489,0.00912719,0.008337696,0.007161786,0.00556058,0.004537808,0.003476156,0.002307387,0.002873125,0.003154804,0.004033959,0.005306672,0.006151709,0.006318336,0.006608743,0.006716654,0.006613504,0.006538125,0.006665079,0.006858683,0.007071331,0.006752359,0.006703165,0.006347694,0.005843052,0.004669522
BAYSIDE-BAYSIDE HILLS,0.003836783,0.002822339,0.002191306,0.001861146,0.002146043,0.002398988,0.003786194,0.006467416,0.008475004,0.00645144,0.005458297,0.005431671,0.005058909,0.005572788,0.006637821,0.006544631,0.006257072,0.006941356,0.007511149,0.006557944,0.005676629,0.004992345,0.004310723,0.003991213,0.002990082,0.001799907,0.001248752,0.001160887,0.001765293,0.002188644,0.003666378,0.006289023,0.008288623,0.006717699,0.005721893,0.005261266,0.005434333,0.006006789,0.006965319,0.00722359,0.006627171,0.007322105,0.008568195,0.007476535,0.005929574,0.005578113,0.005042934,0.004401251,0.003530586,0.002433602,0.001706716,0.001389869,0.001818545,0.002124742,0.003629102,0.006890767,0.008432403,0.006525993,0.006195832,0.005487585,0.005980163,0.006081341,0.00707981,0.007157025,0.007021233,0.008147506,0.008341875,0.007646941,0.006017439,0.00571923,0.00563669,0.005271916,0.004646209,0.004387938,0.003650402,0.002635958,0.002404313,0.002422951,0.003831458,0.006707049,0.008980895,0.006563269,0.005905611,0.00557545,0.005783132,0.006352925,0.006944018,0.007748119,0.007218265,0.008078279,0.008642747,0.008128868,0.006856153,0.006624508,0.006733674,0.005937562,0.005114823,0.004787326,0.004363975,0.003155162,0.002825001,0.002311123,0.003900685,0.006661785,0.007979764,0.006917393,0.005849697,0.00594555,0.006155894,0.006403514,0.007681554,0.008437728,0.007921187,0.009502761,0.010312187,0.010013978,0.008400452,0.008355188,0.009340344,0.010450641,0.011329746,0.011826092,0.011334971,0.008497963,0.00484329,0.002852682,0.002669818,0.003249759,0.005491152,0.005705364,0.006081542,0.006042357,0.0063689,0.006771202,0.006776426,0.007562743,0.007609765,0.007837039,0.008440491,0.008422205,0.008573721,0.009124926,0.009994837,0.011536121,0.011496936,0.013607712,0.011528284,0.009313015,0.005590421,0.002925828,0.002092489,0.002068978,0.003082569,0.00391852,0.004845902,0.005005256,0.005047053,0.005028767,0.005394495,0.005423231,0.005713201,0.005663567,0.005739325,0.005436293,0.005608708,0.005723651,0.005391883,0.00454287
BEDFORD,0.004715257,0.003096543,0.002164033,0.001574872,0.001782753,0.002280289,0.003472896,0.005301955,0.006215746,0.006552198,0.006359095,0.005609836,0.005444319,0.005478802,0.005373383,0.005515255,0.005797028,0.006288159,0.006834956,0.00687535,0.006428553,0.00632412,0.006149736,0.00518767,0.003758117,0.00221625,0.00144236,0.001084726,0.001399011,0.002064033,0.003379793,0.005586683,0.006598996,0.006648257,0.006348257,0.005454171,0.005308359,0.00534629,0.005479787,0.00539161,0.005812298,0.006465498,0.007288649,0.007455643,0.007020669,0.006859093,0.006626089,0.005731018,0.003970432,0.002313786,0.00153103,0.001159603,0.001452213,0.002052211,0.003595556,0.005762545,0.006866975,0.007039388,0.006805892,0.005835451,0.005677816,0.005519688,0.005578802,0.005644811,0.005768456,0.006633478,0.007404412,0.007705889,0.00730589,0.007104413,0.007082245,0.006353676,0.004544814,0.002631027,0.00169901,0.001247287,0.00149704,0.002121669,0.003647773,0.005799491,0.006878305,0.007161063,0.006609833,0.005754663,0.005529541,0.005426585,0.005633974,0.005849244,0.006086682,0.00695466,0.007890618,0.008065494,0.007803918,0.007817219,0.00803643,0.007173871,0.005321167,0.003331025,0.002242358,0.001599995,0.001833,0.002277333,0.003640384,0.005872397,0.006913773,0.007132984,0.006815744,0.006275844,0.005901953,0.005878801,0.006250721,0.00628274,0.006580769,0.007510323,0.008652684,0.009587164,0.009504406,0.009492091,0.009822632,0.010139379,0.009699647,0.007810369,0.005974255,0.004123159,0.002984469,0.002556252,0.002932755,0.003905184,0.005095106,0.006314026,0.007141461,0.007792486,0.007793936,0.007834051,0.007948597,0.008305283,0.008016261,0.008675502,0.009910855,0.011072261,0.011480179,0.011615507,0.012052907,0.012229317,0.011520294,0.009775044,0.007140494,0.005215934,0.003586196,0.002488588,0.00244364,0.003205828,0.004164724,0.005920124,0.0074271,0.008628137,0.008396146,0.008590439,0.00854839,0.008216836,0.007923464,0.008086825,0.008565307,0.008546457,0.007967929,0.007770737,0.007624776,0.006509768
BEDFORD PARK-FORDHAM NORTH,0.004933707,0.003497495,0.002592759,0.001881895,0.00207911,0.002561561,0.003968804,0.007626744,0.009759336,0.008142622,0.006582733,0.005927579,0.006099167,0.006061284,0.006145964,0.006238443,0.005946521,0.006657385,0.006683011,0.006187189,0.006064627,0.006160448,0.005417273,0.004621729,0.003411701,0.002251812,0.001441783,0.001203343,0.001484123,0.002167132,0.003689138,0.007904182,0.010284127,0.00823733,0.006403345,0.005986632,0.005884125,0.006212816,0.006430086,0.006207245,0.00611588,0.007243457,0.006992761,0.006432315,0.006276326,0.006315323,0.00541393,0.004650698,0.00347521,0.002230642,0.001480781,0.00118663,0.001430641,0.00215599,0.003676882,0.007783847,0.010348751,0.008864628,0.006898053,0.006230643,0.006408916,0.006461284,0.006837886,0.006520337,0.006284125,0.007116438,0.007168805,0.006723123,0.006424515,0.006387747,0.005524236,0.004973818,0.003699166,0.002494709,0.001698051,0.001276881,0.001562118,0.002264068,0.004017829,0.00787187,0.010576049,0.008615046,0.00668524,0.006294153,0.006215045,0.006561563,0.00681783,0.006405574,0.006716438,0.007543179,0.007588861,0.007593318,0.007189975,0.007259056,0.006247357,0.005676883,0.004250698,0.002952648,0.002030084,0.001613371,0.001813928,0.002456826,0.004176046,0.008109196,0.01093371,0.009106411,0.007251257,0.006605017,0.006674098,0.006605017,0.006791089,0.006863513,0.007039557,0.008392204,0.009213375,0.009293597,0.009430645,0.008823402,0.008570477,0.008140394,0.007290443,0.005680183,0.004173776,0.003234731,0.00307294,0.002924267,0.003513493,0.004671175,0.006332814,0.007360407,0.007004029,0.006748224,0.006781019,0.00697014,0.007432557,0.007759419,0.007515639,0.008109238,0.008627407,0.009533656,0.010160051,0.010292326,0.00992283,0.009792741,0.008791385,0.007507987,0.00555556,0.004503917,0.004098346,0.003219426,0.003379031,0.003884082,0.003898294,0.005154362,0.006117457,0.006404964,0.006138227,0.006658583,0.006668422,0.006763529,0.006532867,0.006790858,0.007382271,0.007522198,0.007624957,0.007631516,0.007378991,0.006411523
BELLEROSE,0.003448108,0.001931663,0.001462287,0.001227599,0.002148298,0.003700849,0.006580291,0.010840781,0.012149618,0.009856897,0.00706772,0.006616397,0.007013561,0.006824005,0.007564175,0.006652503,0.006499053,0.005948438,0.005551274,0.004513231,0.003782088,0.003448108,0.003032891,0.003050944,0.002211483,0.001227599,0.000758223,0.000992911,0.001931663,0.003078024,0.006128968,0.010624146,0.012618994,0.010912993,0.008539033,0.008159922,0.006670555,0.007049667,0.007816916,0.007573202,0.006706661,0.006336576,0.006074809,0.004892342,0.004125093,0.003105103,0.002798203,0.003150235,0.002762097,0.001227599,0.000776276,0.000676985,0.002211483,0.0032405,0.005695698,0.011228919,0.012727311,0.009793711,0.008475848,0.007708599,0.007726651,0.00765444,0.007825943,0.007157984,0.007690546,0.006354629,0.006092862,0.004648628,0.003998723,0.003899432,0.003709876,0.003032891,0.002319801,0.001426181,0.000911673,0.00101999,0.002184404,0.003601558,0.006787899,0.012646073,0.013548719,0.010109637,0.008656377,0.007943287,0.007636387,0.007437805,0.008205054,0.008205054,0.006869138,0.006219232,0.005876227,0.005415877,0.004702787,0.003917485,0.004495178,0.0035474,0.003041918,0.001886531,0.001534499,0.001155387,0.002157324,0.003610585,0.006643476,0.011192813,0.013846593,0.010813701,0.008502927,0.007970366,0.008295319,0.00824116,0.009450706,0.009297256,0.008566112,0.008268239,0.008638324,0.007834969,0.006878164,0.00663445,0.006399762,0.006255338,0.005517382,0.005712218,0.005632512,0.004295233,0.003569029,0.003055372,0.004862027,0.004888596,0.006615545,0.008032529,0.007324037,0.007651715,0.0072709,0.007793413,0.008067954,0.007952824,0.007819982,0.007713708,0.008555042,0.008679028,0.007988249,0.007890831,0.007828838,0.00830707,0.006730675,0.005419965,0.004091542,0.003445043,0.002851681,0.003409618,0.003533604,0.004366083,0.004773466,0.006039895,0.006057608,0.00619045,0.007058353,0.006464991,0.00642071,0.006456134,0.006526984,0.005774211,0.005951334,0.005428821,0.005225129,0.00453435,0.004490069,0.004224384
BELMONT,0.003961455,0.002645271,0.001801688,0.001537161,0.002142025,0.002950123,0.004071137,0.006071221,0.008092273,0.007811616,0.006330909,0.006034122,0.006138965,0.006619631,0.00685835,0.006853511,0.006887384,0.007845488,0.007134168,0.006448656,0.006061543,0.005703463,0.00497924,0.004269533,0.003053353,0.001803301,0.00120005,0.00105327,0.001404897,0.002201705,0.004066298,0.006430913,0.008545517,0.007843875,0.006558338,0.006290585,0.006518013,0.007061585,0.007472892,0.007695482,0.00846003,0.008655199,0.007805164,0.007130942,0.006521239,0.006200258,0.005117955,0.004425991,0.003234006,0.002167832,0.001471029,0.001119401,0.001640391,0.002479136,0.003950165,0.006437365,0.008937469,0.008022915,0.0069019,0.006437365,0.006698666,0.007290626,0.007659997,0.007801938,0.008069691,0.008876176,0.007890651,0.00703739,0.006811574,0.006719635,0.005296995,0.00469697,0.003463048,0.002050085,0.001295215,0.001166178,0.001642004,0.002464619,0.004187271,0.006595436,0.008914888,0.007729354,0.007206752,0.006666407,0.006627695,0.006968032,0.007285787,0.007534185,0.008021302,0.009276193,0.008556808,0.007818068,0.00734708,0.00761322,0.006447043,0.005406677,0.00404533,0.002811407,0.002061376,0.001504901,0.001974276,0.002635594,0.004238886,0.006561564,0.008997149,0.008364865,0.007501925,0.007063197,0.007109974,0.007692256,0.008208406,0.008532614,0.008919726,0.009652015,0.010040741,0.009385875,0.009210061,0.008876176,0.009176189,0.00851971,0.006920434,0.005075196,0.003858225,0.003149249,0.003038471,0.002916616,0.003180899,0.004255442,0.00547083,0.005939261,0.006005728,0.006251021,0.006819152,0.007409438,0.007991812,0.008441252,0.008737187,0.008919179,0.009822807,0.009778496,0.009909847,0.010087091,0.009643981,0.008908101,0.007958579,0.00639978,0.004613095,0.003972168,0.003652495,0.002785265,0.002884965,0.003059044,0.003532223,0.004290258,0.004788757,0.005212877,0.005638579,0.005912358,0.006485237,0.00661184,0.007083436,0.007007474,0.007164145,0.007198961,0.007083436,0.006967911,0.00589495,0.005489821
BENSONHURST EAST,0.003348536,0.002315015,0.00180459,0.001353895,0.001954821,0.002358456,0.004123225,0.007922456,0.010715316,0.009598534,0.007754124,0.006787573,0.006698883,0.006876264,0.007212928,0.007044596,0.007739644,0.007955036,0.00738669,0.006563131,0.005355848,0.005084345,0.004325947,0.003547638,0.002517737,0.001705038,0.001185563,0.00089415,0.001319504,0.001924051,0.003877062,0.008557773,0.011303572,0.009784966,0.007841005,0.006983056,0.006896175,0.006974005,0.007698013,0.007663623,0.008268169,0.008633793,0.008224729,0.007220168,0.005982115,0.00558391,0.00461012,0.003918692,0.002702359,0.001746669,0.001357515,0.00095207,0.001323124,0.00189147,0.003819141,0.008112508,0.011556975,0.009989498,0.00831885,0.006959525,0.007212928,0.00734687,0.007817475,0.007540542,0.007871775,0.008673614,0.008184909,0.007120617,0.006005645,0.00558029,0.004952214,0.004043584,0.002981102,0.00181364,0.001286924,0.001035331,0.001496886,0.001934911,0.003953083,0.008668184,0.011356063,0.010528884,0.008574063,0.007466331,0.007234648,0.007296189,0.008186719,0.007886255,0.007933316,0.008552343,0.008190339,0.007670863,0.006231897,0.005687082,0.005247247,0.004427308,0.002984722,0.002266145,0.001610917,0.001200043,0.001654358,0.002081523,0.003967563,0.008755065,0.011848388,0.009794016,0.008217489,0.007716114,0.007102517,0.007549592,0.008650084,0.008239209,0.008105268,0.008955977,0.009144219,0.008990367,0.007725164,0.007310669,0.006925135,0.006630102,0.005611744,0.004409481,0.003333305,0.002477336,0.00272063,0.002161232,0.002800544,0.004471636,0.007055525,0.007780079,0.007210025,0.007417802,0.00779251,0.007478181,0.007298819,0.007025335,0.007201146,0.007712596,0.00857034,0.009317981,0.008399857,0.007982528,0.007922148,0.007188715,0.006217315,0.004984862,0.003706237,0.002718854,0.002804096,0.002196749,0.002383215,0.00342565,0.005350691,0.006940093,0.00682111,0.00682111,0.006803351,0.006856627,0.006675489,0.006409109,0.006117866,0.006874386,0.006556506,0.006393126,0.006053935,0.00606459,0.005560244,0.004386395
BENSONHURST WEST,0.003103446,0.002012079,0.001505619,0.001055585,0.001472589,0.002506153,0.004214081,0.008213466,0.01059851,0.008872691,0.007839126,0.007047782,0.007455152,0.007080812,0.007151001,0.007064297,0.007467538,0.007979504,0.007552866,0.006505539,0.005783007,0.005294438,0.004609065,0.003689729,0.002402934,0.00158957,0.001123021,0.000856028,0.001233121,0.00208502,0.004029663,0.00854239,0.010821462,0.009310339,0.007996019,0.007162011,0.007413865,0.007234952,0.007627183,0.007678105,0.007830869,0.008565787,0.007735907,0.00687575,0.006047247,0.005317834,0.005092129,0.004124624,0.002634145,0.00168866,0.001150546,0.000817493,0.001120268,0.002230903,0.004182427,0.008700659,0.011180664,0.008978662,0.008137773,0.007389092,0.007635441,0.007568005,0.007932711,0.007620302,0.007982256,0.008510737,0.008019415,0.007362943,0.006365161,0.005528401,0.005006801,0.003938831,0.00267268,0.001716185,0.001208348,0.000898692,0.001220735,0.002155209,0.004244358,0.008569915,0.011282506,0.009234645,0.007744165,0.007405607,0.007768937,0.007503321,0.007872156,0.007530846,0.007808849,0.008593312,0.008081346,0.007530846,0.006614263,0.005993573,0.005382518,0.004529242,0.003115832,0.002067129,0.001436806,0.001066595,0.001344597,0.002328617,0.00424023,0.00852037,0.01164446,0.009607609,0.007921701,0.00796987,0.008352468,0.008646985,0.008052445,0.007751046,0.007852889,0.008773601,0.009258041,0.009303457,0.008507984,0.007492311,0.007021633,0.00650141,0.00508652,0.003428371,0.002606048,0.00194846,0.002034878,0.002057833,0.002893659,0.004391124,0.00655968,0.007711472,0.007155155,0.00788836,0.007666913,0.007530534,0.007743879,0.007376602,0.007568342,0.008189473,0.009239994,0.009797661,0.009129271,0.008289394,0.007824896,0.007053884,0.005460549,0.004061654,0.002912563,0.002237421,0.002061884,0.001913353,0.002331941,0.003686276,0.005347125,0.006435454,0.006758172,0.006856743,0.007300986,0.007060635,0.007336093,0.007102494,0.006932358,0.007120048,0.00727263,0.00694181,0.006601539,0.006193753,0.005548317,0.00456126
